,national_number,gen,english_name,japanese_name,classification,primary_type,secondary_type,description,col_name,egg_group,color,habitat,shape
833,834,VIII,Drednaw,Kajiragame,Bite Pokémon,water,rock,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",,water1,green,,quadruped
834,835,VIII,Yamper,Wanpachi,Puppy Pokémon,electric,,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",,ground,yellow,,quadruped
835,836,VIII,Boltund,Pulsewan,Dog Pokémon,electric,,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,,ground,yellow,,quadruped
836,837,VIII,Rolycoly,Tandon,Coal Pokémon,rock,,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",,mineral,black,,ball
837,838,VIII,Carkol,Troggon,Coal Pokémon,rock,fire,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,,mineral,black,,legs
838,839,VIII,Coalossal,Sekitanzan,Coal Pokémon,rock,fire,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",,mineral,black,,humanoid
839,840,VIII,Applin,Kajitchu,Apple Core Pokémon,grass,dragon,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",,dragon,green,,squiggle
840,841,VIII,Flapple,Appryu,Apple Wing Pokémon,grass,dragon,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",,dragon,green,,wings
841,842,VIII,Appletun,Tarupple,Apple Nectar Pokémon,grass,dragon,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",,dragon,green,,quadruped
842,843,VIII,Silicobra,Snahebi,Sand Snake Pokémon,ground,,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",,dragon,green,,squiggle
843,844,VIII,Sandaconda,Sadaija,Sand Snake Pokémon,ground,,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",,dragon,green,,squiggle
844,845,VIII,Cramorant,Uu,Gulp Pokémon,flying,water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",,flying,blue,,wings
845,846,VIII,Arrokuda,Sashikamasu,Rush Pokémon,water,,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",,water2,brown,,fish
846,847,VIII,Barraskewda,Kamasujoo,Skewer Pokémon,water,,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",,water2,brown,,fish
847,848,VIII,Toxel,Elezun,Baby Pokémon,electric,poison,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",,no-eggs,purple,,upright
848,849,VIII,Toxtricity,Sutorinda,Punk Pokémon,electric,poison,"Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it.",,humanshape,purple,,upright
849,850,VIII,Sizzlipede,Yakuda,Radiator Pokémon,fire,bug,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,,bug,red,,tentacles
850,851,VIII,Centiskorch,Maruyakude,Radiator Pokémon,fire,bug,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",,bug,red,,tentacles
851,852,VIII,Clobbopus,Tatakko,Tantrum Pokémon,fighting,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",,humanshape,brown,,tentacles
852,853,VIII,Grapploct,Otosupasu,Jujitsu Pokémon,fighting,,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,,humanshape,blue,,tentacles
853,854,VIII,Sinistea,Yabacha,Black Tea Pokémon,ghost,,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",,indeterminate,purple,,ball
854,855,VIII,Polteageist,Potdesu,Black Tea Pokémon,ghost,,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",,indeterminate,purple,,ball
855,856,VIII,Hatenna,Miburimu,Calm Pokémon,psychic,,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",,fairy,pink,,legs
856,857,VIII,Hattrem,Teburiumu,Serene Pokémon,psychic,,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",,fairy,pink,,humanoid
857,858,VIII,Hatterene,Burimuon,Silent Pokémon,psychic,fairy,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,,fairy,pink,,blob
858,859,VIII,Impidimp,Berobar,Wily Pokémon,dark,fairy,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",,humanshape,pink,,humanoid
859,860,VIII,Morgrem,Gimoo,Devious Pokémon,dark,fairy,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",,humanshape,pink,,humanoid
860,861,VIII,Grimmsnarl,Ooronge,Bulk Up Pokémon,dark,fairy,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",,humanshape,purple,,humanoid
861,862,VIII,Obstagoon,Tachifusaguma,Blocking Pokémon,dark,normal,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,,ground,gray,,upright
862,863,VIII,Perrserker,Nyaking,Viking Pokémon,steel,,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,,ground,brown,,upright
863,864,VIII,Cursola,Sanigon,Coral Pokémon,ghost,,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,,water3,white,,arms
864,865,VIII,Sirfetch'd,Neginite,Wild Duck Pokémon,fighting,,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",,,,,
865,866,VIII,Mr. Rime,Barikoru,Comedian Pokémon,ice,psychic,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,,,,,
866,867,VIII,Runerigus,Desuburn,Grudge Pokémon,ground,ghost,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",,indeterminate,gray,,blob
867,868,VIII,Milcery,Mahomil,Cream Pokémon,fairy,,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,,indeterminate,white,,ball
868,869,VIII,Alcremie,Mahwhip,Cream Pokémon,fairy,,"When it trusts a Trainer, it will treat them to berries it's decorated with cream.",,indeterminate,white,,blob
869,870,VIII,Falinks,Tairetsu,Formation Pokémon,fighting,,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",,mineral,yellow,,heads
870,871,VIII,Pincurchin,Bachinuni,Sea Urchin Pokémon,electric,,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",,indeterminate,purple,,tentacles
871,872,VIII,Snom,Yukihami,Worm Pokémon,ice,bug,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",,bug,white,,squiggle
872,873,VIII,Frosmoth,Mosnow,Frost Moth Pokémon,ice,bug,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,,bug,white,,bug-wings
873,874,VIII,Stonjourner,Ishihenjin,Big Rock Pokémon,rock,,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",,mineral,gray,,legs
874,875,VIII,Eiscue,Kooripo,Penguin Pokémon,ice,,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,,ground,blue,,upright
875,876,VIII,Indeedee,Iessan,Emotion Pokémon,psychic,normal,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",,fairy,purple,,upright
876,877,VIII,Morpeko,Morpeko,Two-Sided Pokémon,electric,dark,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",,fairy,yellow,,humanoid
877,878,VIII,Cufant,Zoudou,Copperderm Pokémon,steel,,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",,mineral,yellow,,quadruped
878,879,VIII,Copperajah,Daioudou,Copperderm Pokémon,steel,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,,mineral,green,,quadruped
879,880,VIII,Dracozolt,Pachiragon,Fossil Pokémon,electric,dragon,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",,no-eggs,green,,upright
880,881,VIII,Arctozolt,Pachirudon,Fossil Pokémon,electric,ice,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,,no-eggs,blue,,upright
881,882,VIII,Dracovish,Uonoragon,Fossil Pokémon,water,dragon,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,,no-eggs,green,,legs
882,883,VIII,Arctovish,Unorudon,Fossil Pokémon,water,ice,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",,no-eggs,blue,,fish
883,884,VIII,Duraludon,Duraludon,Alloy Pokémon,steel,dragon,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",,dragon,white,,upright
884,885,VIII,Dreepy,Drameshiya,Lingering Pokémon,dragon,ghost,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",,dragon,green,,squiggle
885,886,VIII,Drakloak,Dronochi,Caretaker Pokémon,dragon,ghost,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,,dragon,green,,arms
886,887,VIII,Dragapult,Drapult,Stealth Pokémon,dragon,ghost,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",,dragon,green,,upright
887,888,VIII,Zacian,Zacian,Warrior Pokémon,fairy,fairy,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",,no-eggs,blue,,quadruped
888,889,VIII,Zamazenta,Zamazenta,Warrior Pokémon,fighting,fighting,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",,no-eggs,red,,quadruped
889,890,VIII,Eternatus,Mugendaina,Gigantic Pokémon,poison,dragon,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,,no-eggs,purple,,wings
890,891,VIII,Kubfu,Dakuma,Wushu Pokémon,fighting,,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,,no-eggs,gray,,upright
891,892,VIII,Urshifu,Uraosu,Wushu Pokémon,fighting,dark,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,,no-eggs,gray,,humanoid
892,893,VIII,Zarude,Zarude,Rogue Monkey Pokémon,dark,grass,"Within dense forests, this Pokémon lives in a pack with others of its kind. It's incredibly aggressive and the other Pokémon of the forest fear it.",,no-eggs,green,,upright
893,894,VIII,Regieleki,Regieleki,Electron Pokémon,electric,,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,,no-eggs,yellow,,humanoid
894,895,VIII,Regidrago,Regidrago,Dragon Orb Pokémon,dragon,,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,,no-eggs,green,,humanoid
895,896,VIII,Glastrier,Blizapos,Wild Horse Pokémon,ice,,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",,no-eggs,white,,quadruped
896,897,VIII,Spectrier,Rayspos,Swift Horse Pokémon,ghost,,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,,no-eggs,black,,quadruped
897,898,VIII,Calyrex,Badrex,King Pokémon,psychic,grass,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",,no-eggs,green,,humanoid
