name,ndex,category,bio,type1,type2
Snorunt,0361,Snow Hat,"Arrives alongside the first snow. It's thought that homes [NAME]
visit will prosper for many generations. By tradition, one might
offer a lump of ice made from pure water at one's front door.",Ice,
Sandaconda,0844,Sand Snake,"Its unique style of coiling allows it to blast sand
out of its sand sac more efficiently.",Ground,
Morgrem,0860,Devious,"With sly cunning, it tries to lure people into the
woods. Some believe it to have the power to
make crops grow.",Dark,Fairy
Silicobra,0843,Sand Snake,"It spews sand from its nostrils. While the enemy
is blinded, it burrows into the ground to hide.",Ground,
Ursaring,0217,{{tt|Hibernator|HIBERNANT in Generation II}},"When the cold season arrives in Hisui, this Pokémon will wander
fields and mountains alike in search of its favorite berries.
[NAME]'s hunger during this time makes it a ferocious danger.",Normal,
Piplup,0393,Penguin,"Prefers cold climes and appears along coasts. It's an adorable
little thing—as cute as any child—but it's also prideful, unwilling
to accept handouts from people.",Water,
Aggron,0306,Iron Armor,"Long ago, there was a king who wore a helmet
meant to resemble the head of an [NAME]. He
was trying to channel the Pokémon’s strength.",Steel,Rock
Hippopotas,0449,Hippo,"Though large and languid, [NAME] is difficult to detect
due to its tendency to burrow into and lurk beneath the soil.
When agitated or excited, it expels sand from its nostrils.",Ground,
Okidogi,1014,Retainer,[NAME] is a ruffian with a short temper. It can pulverize anything by swinging around the chain on its neck.,Poison,Fighting
Metang,0375,Iron Claw,"Using magnetic forces to stay aloft, this Pokémon
flies at high speeds, weaving through harsh
mountain terrain in pursuit of prey.",Steel,Psychic
Aerodactyl,0142,Fossil,"[NAME]’s sawlike fangs can shred skin to
tatters—even the skin of Steel-type Pokémon.",Rock,Flying
Necrozma,0800,Prism,"It needs light to survive, and it goes on a
rampage seeking it out. Its laser beams will
cut anything to pieces.",Psychic,
Teddiursa,0216,{{tt|Little Bear|LITTLEBEAR in Gold and Silver}},"It licks its paws because of the sweet honey that has soaked into
them. It is cunning, stealing into the nests of Combee and taking
for itself the honey that the Combee have amassed.",Normal,
Cyclizar,0967,Mount,It can sprint at over 70 mph while carrying a human. The rider’s body heat warms [NAME]’s back and lifts the Pokémon’s spirit.,Dragon,Normal
Mismagius,0429,Magical,"The incantations [NAME] chants can ward against misfortune,
so a custom exists of inviting it into one's home. Incur the
Pokémon's displeasure, however, and disaster will surely ensue.",Ghost,
Toxapex,0748,Brutal Star,"Within the poison sac in its body is a poison so
toxic that Pokémon as large as Wailord will still
be suffering three days after it first takes effect.",Poison,Water
Snubbull,0209,Fairy,"In contrast to its appearance, it’s quite
timid. When playing with other puppy
Pokémon, it sometimes gets bullied.",Fairy,
Kangaskhan,0115,Parent,"There are records of a lost human child being
raised by a childless [NAME].",Normal,
Golduck,0055,Duck,"Its body is strong, and it has webbing on its hands and feet.
[NAME] can swim easily through rough seas, clawing its way
through the high waves.",Water,
Vanillish,0583,Icy Snow,"It blasts enemies with cold air reaching −148
degrees Fahrenheit, freezing them solid. But it
spares their lives afterward—it’s a kind Pokémon.",Ice,
Sobble,0816,Water Lizard,"When it gets wet, its skin changes color,
and this Pokémon becomes invisible as if
it were camouflaged.",Water,
Orbeetle,0826,Seven Spot,"It emits psychic energy to observe and study
what’s around it—and what’s around it can
include things over six miles away.",Bug,Psychic
Appletun,0842,Apple Nectar,"Its body is covered in sweet nectar, and the
skin on its back is especially yummy. Children
used to have it as a snack.",Grass,Dragon
Gulpin,0316,Stomach,"Most of [NAME]’s body is made up of its stomach—its heart and
brain are very small in comparison. This Pokémon’s stomach
contains special enzymes that dissolve anything.",Poison,
Scraggy,0559,Shedding,"It protects itself with its durable skin. It’s thought
that this Pokémon will evolve once its skin has
completely stretched out.",Dark,Fighting
Ogerpon,1017,Mask,This mischief-loving Pokémon is full of curiosity. It battles by drawing out the type-based energy contained within its masks.,Grass,
Gastly,0092,Gas,"Gaseous and completely impalpable. Also highly dangerous—
inhaling part of its poisonous body will cause one to
faint instantly.",Ghost,Poison
Nymble,0919,Grasshopper,It’s highly skilled at a fighting style in which it uses its jumping capabilities to dodge incoming attacks while also dealing damage to opponents.,Bug,
Sandile,0551,Desert Croc,"[NAME] is small, but its legs and lower body are
powerful. Pushing sand aside as it goes, [NAME]
moves through the desert as if it’s swimming.",Ground,Dark
Weedle,0013,Hairy Bug,"Beware of the sharp stinger on its head. It hides
in grass and bushes where it eats leaves.",Bug,Poison
Wormadam,0413,Bagworm,"When Burmy evolved, its cloak became a part of
this Pokémon’s body. The cloak is never shed.",Bug,Grass
Kadabra,0064,Psi,"There are rumors that a child with mystical powers became
a [NAME]; however, this remains unverified. I suspect that
the spoon [NAME] holds enhances its brain waves.",Psychic,
Gothorita,0575,Manipulate,"On nights when the stars shine, this Pokémon’s
psychic power is at its strongest. It’s unknown just
what link [NAME] has to the greater universe.",Psychic,
Meltan,0808,Hex Nut,"They live as a group, but when the time comes,
one strong [NAME] will absorb all the others
and evolve.",Steel,
Dwebble,0557,Rock Inn,"It first tries to find a rock to live in, but if there
are no suitable rocks to be found, [NAME] may
move in to the ports of a Hippowdon.",Bug,Rock
Sprigatito,0906,Grass Cat,The sweet scent its body gives off mesmerizes those around it. The scent grows stronger when this Pokémon is in the sun.,Grass,
Heracross,0214,{{tt|Single Horn|SINGLEHORN in Generation II}},"This Pokémon has an unparalleled horn. [NAME] itself
demonstrates tremendous power—it's capable of throwing
several people trained in the traditional arts of war at once.",Bug,Fighting
Parasect,0047,Mushroom,"Mushroom-lacking specimens of this Pokémon lie unmoving in
the forest, lending credence to the hypothesis that the large
mushroom is in control of [NAME]'s actions.",Bug,Grass
Poliwrath,0062,Tadpole,"[NAME] is skilled at both swimming and martial
arts. It uses its well-trained arms to dish out
powerful punches.",Water,Fighting
Glimmet,0969,Ore,[NAME]’s toxic mineral crystals look just like flower petals. This Pokémon scatters poisonous powder like pollen to protect itself.,Rock,Poison
Gigalith,,Compressed,"==Biology==
[NAME] is a blue, quadrupedal Pokémon, with various spiny, reddish-orange, crystalline features jutting out from all over its body; two appear along its back, one on its chest, and one topping each of its four feet. Each foot also bears two claws of a similar appearance and is connected to the body by gray joints. The yellow, front-facing ears of its previous evolutionary relatives are now filled in with red and appear to have become full-fledged eyes. Several of the aforementioned reddish-orange crystals also appear on its face; three below its eyes, one in the middle resembling a crest, and two other crystals connected to the sides of its head. The stone comprising its body is extremely hard.

[NAME] compresses energy in the core inside its body, allowing it to fire attacks powerful enough to blow away mountains. When it fires these attacks at full power, the sheer force of the blast creates multiple cracks on its body. It can also store sunlight in its orange crystals, magnify it within its body, and shoot powerful energy balls that can destroy dump trucks from its mouth, though it loses this ability at night or during rain. It lives in caves and tunnels deep underground. [NAME] is a hardy Pokémon with impressive horsepower, and is a popular partner for construction workers and miners. In Galar, it works with Copperajah in construction sites and mines.",Rock,
Greavard,0971,Ghost Dog,"This friendly Pokémon doesn’t like being alone. Pay it even the slightest bit of attention, and it will follow you forever.",Ghost,
Dodrio,0085,{{tt|Triple Bird|TRIPLEBIRD before Generation III}},"One of Doduo’s two heads splits to form
a unique species. It runs close to 40 mph
in prairies.",Normal,Flying
Meowscarada,0908,Magician,"With skillful misdirection, it rigs foes with pollen-packed flower bombs. [NAME] sets off the bombs before its foes realize what’s going on.",Grass,Dark
Umbreon,0197,Moonlight,"It is most active in the wee hours of the night, when moonlight
bathes the land. Its large eyes can pierce the darkness and
perceive prey with absolute clarity.",Dark,
Popplio,0728,Sea Lion,"If [NAME] want to create big, powerful balloons,
they must be persistent. It takes daily practice for
these Pokémon to develop their skills.",Water,
Carbink,0703,Jewel,"It’s said that somewhere in the world, there’s
a mineral vein housing a large pack of slumbering
[NAME]. It’s also said that this pack has a queen.",Rock,Fairy
Ninetales,0038,Fox,"The coat of gleaming golden fur is quite magnificent.
This species is said to store sacred power in its nine long tails
and to live for a millennium.",Fire,
Yanma,0193,Clear Wing,"Its frail wings are so thin that one can see clear through them.
However, during flight these wings exhibit the power to churn
air with force enough to launch a house skyward.",Bug,Flying
Luxray,0405,Gleam Eyes,"They form packs, each having one male as leader. Legends say
that when [NAME]'s two eyes shimmer with gold, the Pokémon
can see through anything.",Electric,
Skuntank,0435,Skunk,"Sprays a poisonous fluid to take down prey. Sometimes, unable
to stomach the stench of its own fluid, it leaves the bested
prey uneaten.",Poison,Dark
Crabominable,0740,Woolly Crab,"Before it stops to think, it just starts pummeling.
There are records of its turning back
avalanches with a flurry of punches.",Fighting,Ice
Gloom,0044,Weed,"What appears to be drool is actually sweet honey.
It is very sticky and clings stubbornly if touched.",Grass,Poison
Taillow,0276,{{tt|Tiny Swallow|TinySwallow before Generation VI}},"[NAME] is young—it has only just left its nest. As a result,
it sometimes becomes lonesome and cries at night.
This Pokémon feeds on Wurmple that live in forests.",Normal,Flying
Maractus,0556,Cactus,"Once each year, this Pokémon scatters its seeds.
They’re jam-packed with nutrients, making them
a precious food source out in the desert.",Grass,
Wiglett,0960,Garden Eel,"Though it looks like Diglett, [NAME] is an entirely different species. The resemblance seems to be a coincidental result of environmental adaptation.",Water,
Accelgor,0617,Shell Out,"Discarding its shell made it nimble. To keep
itself from dehydrating, it wraps its body in
bands of membrane.",Bug,
